,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Tourismuszahlen,Tourismuszahlen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
hitzebedingt,hitzebedingt,LOC,-0.52631579,0.52631579,de,1.90000000,,0,,,,,,
Feldern,Feldern,LOC,0.00000000,0.00000000,de,1.90000000,,2779676,S,47.38333000,11.00000000,EUROPE,Austria,WCE
Warnstufe,Warnstufe,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Freiburg,Freiburg,LOC,0.00000000,0.52631579,de,1.90000000,4018272-1,2925177,P,47.99590000,7.85222000,EUROPE,Germany,WCE
Kleinkindern,Kleinkindern,LOC,1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Brände,Brände,LOC,0.00000000,0.00000000,de,1.90000000,,606469,P,64.33333000,20.98333000,EUROPE,Sweden,NEU
Klimawa…,Klimawa…,LOC,-0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Polarkreis,Polarkreis,LOC,0.44736842,0.00000000,de,1.90000000,,0,,,,,,
Ahrtal,Ahrtal,LOC,0.00000000,1.05263158,de,1.90000000,4084812-7,12470173,T,50.53330000,7.06670000,EUROPE,Germany,WCE
Südhessen,Südhessen,LOC,0.36842105,0.00000000,de,1.90000000,4058431-8,12076807,L,49.86990000,8.64058000,EUROPE,Germany,WCE
Athens,Athens,LOC,-1.05263158,0.00000000,de,1.90000000,4003366-1,264371,P,37.98376000,23.72784000,EUROPE-AFRICA,Greece,MED
Hauptstadt,Hauptstadt,LOC,0.00000000,0.00000000,de,1.90000000,4076310-9,3067696,P,50.08804000,14.42076000,EUROPE,Czechia,WCE
Ostösterreich,Ostösterreich,LOC,0.00000000,0.00000000,de,1.90000000,4224421-3,12360395,L,48.23199000,15.97249000,EUROPE,Austria,WCE
Spree,Spree,LOC,0.00000000,0.52631579,de,1.90000000,4093397-0,2923588,P,52.36067000,14.06185000,EUROPE,Germany,WCE
Hanau,Hanau,LOC,0.36842105,0.00000000,de,1.90000000,4023201-3,2911007,P,50.13423000,8.91418000,EUROPE,Germany,WCE
Hüttau,Hüttau,LOC,0.00000000,0.00000000,de,1.90000000,4527800-3,2775375,P,47.41610000,13.30775000,EUROPE,Austria,WCE
Katastrophenszenario,Katastrophenszenario,LOC,-1.05263158,0.00000000,de,1.90000000,,0,,,,,,
KI-Ausbaus,KI-Ausbaus,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Aschersleben,Aschersleben,LOC,1.05263158,0.00000000,de,1.90000000,4086015-2,2955168,P,51.75742000,11.46084000,EUROPE,Germany,WCE
Bewohner,Bewohner,LOC,0.81578947,0.00000000,de,1.90000000,,0,,,,,,
Bad Nauheim,Bad Nauheim,LOC,0.00000000,0.00000000,de,1.90000000,4041439-5,2953395,P,50.36463000,8.73859000,EUROPE,Germany,WCE
Kreis Karlsruhe,Kreis Karlsruhe,LOC,0.00000000,0.00000000,de,1.90000000,4008388-3,2943560,P,49.12426000,8.59804000,EUROPE,Germany,WCE
Gemeinden,Gemeinden,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
B,B,LOC,0.00000000,0.00000000,de,1.90000000,,3577757,S,18.44483000,-64.54297000,CENTRAL-AMERICA,British Virgin Islands,CAR
Waghäusel-Kirrlach,Waghäusel-Kirrlach,LOC,0.00000000,0.00000000,de,1.90000000,4098454-0,2890280,P,49.24421000,8.54664000,EUROPE,Germany,WCE
Lakeside-Park,Lakeside-Park,LOC,0.00000000,0.00000000,de,1.90000000,,4297318,P,39.03562000,-84.56911000,NORTH-AMERICA,United States,ENA
Ost-,Ost-,LOC,0.00000000,0.00000000,de,1.90000000,,400741,A,0.00000000,38.00000000,AFRICA,Kenya,SEAF
Berlin-Buch,Berlin-Buch,LOC,0.00000000,0.00000000,de,1.90000000,4396562-3,2942827,P,52.63470000,13.49679000,EUROPE,Germany,WCE
Südtirol,Südtirol,LOC,0.00000000,0.00000000,de,1.90000000,4060814-1,3165244,A,46.50000000,11.33333000,EUROPE,Italy,WCE
Amerikaner,Amerikaner,LOC,-0.44736842,0.00000000,de,1.90000000,,0,,,,,,
Landes hochsommerliche Temperaturen,Landes hochsommerliche Temperaturen,LOC,0.36842105,0.52631579,de,1.90000000,,0,,,,,,
Trabrennbahn Mariendorf,Trabrennbahn Mariendorf,LOC,-1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Jahrzehnt-Tief,Jahrzehnt-Tief,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Pankow,Pankow,LOC,-0.15789474,0.00000000,de,1.90000000,4298424-5,2855598,P,52.56926000,13.40186000,EUROPE,Germany,WCE
Italiener,Italiener,LOC,-0.36842105,0.00000000,de,1.90000000,,12216629,R,46.60614000,13.84133000,EUROPE,Austria,WCE
Temperaturrekord für Brandenburg,Temperaturrekord für Brandenburg,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
unterdurchsch…,unterdurchsch…,LOC,0.73684211,0.00000000,de,1.90000000,,0,,,,,,
zweitwärmste,zweitwärmste,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Marine Le Pen,Marine Le Pen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Columbiabad,Columbiabad,LOC,0.15789474,0.00000000,de,1.90000000,,0,,,,,,
Hambacher Wald,Hambacher Wald,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Klimaschutzes,Klimaschutzes,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Leitha,Leitha,LOC,0.36842105,0.00000000,de,1.90000000,4509372-6,2770788,P,47.86558000,16.37856000,EUROPE,Austria,WCE
Risiken,Risiken,LOC,-0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Hille,Hille,LOC,0.00000000,0.00000000,de,1.90000000,4804126-9,99347,P,32.46367000,44.41963000,ASIA,Iraq,WCA
Narbonne,Narbonne,LOC,0.00000000,0.00000000,de,1.90000000,4117775-7,2990919,P,43.18396000,3.00141000,EUROPE-AFRICA,France,MED
Hüllhorst,Hüllhorst,LOC,0.00000000,0.00000000,de,1.90000000,4278227-2,2897844,P,52.27500000,8.66900000,EUROPE,Germany,WCE
Bad Oeynhausen,Bad Oeynhausen,LOC,0.00000000,0.00000000,de,1.90000000,4043346-8,2953386,P,52.20699000,8.80365000,EUROPE,Germany,WCE
Marseille,Marseille,LOC,-0.36842105,0.00000000,de,1.90000000,4037694-1,2995469,P,43.29695000,5.38107000,EUROPE-AFRICA,France,MED
Schauern,Schauern,LOC,0.36842105,0.00000000,de,1.90000000,,11696205,P,48.47195000,13.75239000,EUROPE,Austria,WCE
Kopenhagen,Kopenhagen,LOC,-1.05263158,0.00000000,de,1.90000000,4032399-7,2618425,P,55.67594000,12.56553000,EUROPE,Denmark,NEU
Löhne,Löhne,LOC,0.00000000,0.00000000,de,1.90000000,4036142-1,2876187,P,52.18848000,8.69220000,EUROPE,Germany,WCE
b…,b…,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Autobahn 8,Autobahn 8,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Stadt Innsbruck,Stadt Innsbruck,LOC,-0.52631579,0.00000000,de,1.90000000,4027096-8,2775220,P,47.26266000,11.39454000,EUROPE,Austria,WCE
Jugendzeltlager,Jugendzeltlager,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Southside,Southside,LOC,0.00000000,0.00000000,de,1.90000000,,9252031,A,18.32069000,-64.89762000,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
Staat,Staat,LOC,0.00000000,0.00000000,de,1.90000000,,6691831,P,41.90268000,12.45414000,EUROPE-AFRICA,Vatican,MED
Island,Island,LOC,0.00000000,0.00000000,de,1.90000000,4027754-9,2629691,A,65.00000000,-18.00000000,POLAR,Iceland,GIC
Wolfsberg,Wolfsberg,LOC,0.00000000,0.00000000,de,1.90000000,1201424321,2760908,A,46.83333000,14.83333000,EUROPE,Austria,WCE
Coschen,Coschen,LOC,0.00000000,0.00000000,de,1.90000000,,2939839,P,52.02007000,14.71859000,EUROPE,Germany,WCE
Live-Ticker,Live-Ticker,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Dieselloks,Dieselloks,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Marzahn-Hellersdorf,Marzahn-Hellersdorf,LOC,0.36842105,0.00000000,de,1.90000000,4371110-8,2906809,P,52.53319000,13.60880000,EUROPE,Germany,WCE
Brockenbahn,Brockenbahn,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Extremwetter,Extremwetter,LOC,-0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Konsequenzen,Konsequenzen,LOC,-0.36842105,0.52631579,de,1.90000000,,0,,,,,,
Landkreis Oder-Spree,Landkreis Oder-Spree,LOC,-0.36842105,0.00000000,de,1.90000000,4093397-0,2923588,P,52.36067000,14.06185000,EUROPE,Germany,WCE
Bezirk Melk,Bezirk Melk,LOC,-0.22807018,0.00000000,de,1.90000000,4038547-4,2771682,P,48.22737000,15.33186000,EUROPE,Austria,WCE
Trasimeno-See,Trasimeno-See,LOC,0.00000000,0.00000000,de,1.90000000,,3165310,H,43.13333000,12.10000000,EUROPE-AFRICA,Italy,MED
Saarbrücken-Burbach,Saarbrücken-Burbach,LOC,-0.36842105,0.00000000,de,1.90000000,5347773-X,2874035,P,49.24801000,6.95984000,EUROPE,Germany,WCE
Umbrien,Umbrien,LOC,0.00000000,0.00000000,de,1.90000000,4061581-9,3165048,A,43.00000000,12.50000000,EUROPE-AFRICA,Italy,MED
mainaufwärts,mainaufwärts,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Bad Muskau,Bad Muskau,LOC,0.00000000,0.00000000,de,1.90000000,4040893-0,2953397,P,51.55051000,14.71240000,EUROPE,Germany,WCE
Unterfranken,Unterfranken,LOC,-0.36842105,0.00000000,de,1.90000000,4061905-9,2822571,P,50.20097000,10.31906000,EUROPE,Germany,WCE
Sommerurlaub,Sommerurlaub,LOC,0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Wochenmitte,Wochenmitte,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Rekordwerte,Rekordwerte,LOC,0.18421053,0.26315789,de,1.90000000,,0,,,,,,
län…,län…,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Baustellen,Baustellen,LOC,0.00000000,0.00000000,de,1.90000000,,13550925,V,53.55051000,10.40263000,EUROPE,Germany,NEU
Traisen,Traisen,LOC,0.00000000,0.00000000,de,1.90000000,4060596-6,2770396,P,48.35294000,15.69620000,EUROPE,Austria,WCE
Emissionshandel,Emissionshandel,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Pöggstall,Pöggstall,LOC,0.14035088,0.00000000,de,1.90000000,4513929-5,7871824,A,48.31599000,15.18362000,EUROPE,Austria,WCE
Oberösterreichs,Oberösterreichs,LOC,0.17543860,0.00000000,de,1.90000000,,0,,,,,,
Warsaw,Warsaw,LOC,-0.73684211,0.00000000,de,1.90000000,4079048-4,756135,P,52.22977000,21.01178000,EUROPE,Poland,WCE
Finanzminister,Finanzminister,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Roten Rathaus,Roten Rathaus,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Temperaturen</li><li,Temperaturen</li><li,LOC,0.00000000,0.52631579,de,1.90000000,,0,,,,,,
Südhälfte Deutschlands,Südhälfte Deutschlands,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Jülich,Jülich,LOC,0.00000000,0.00000000,de,1.90000000,4028835-3,2894553,P,50.92149000,6.36267000,EUROPE,Germany,WCE
Nächten,Nächten,LOC,0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Zeiten</li><li,Zeiten</li><li,LOC,1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Liechtenstein,Liechtenstein,LOC,0.73684211,0.00000000,de,1.90000000,4035665-6,3042058,A,47.16667000,9.53333000,EUROPE,Liechtenstein,WCE
Kirschanbaus,Kirschanbaus,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Darmstadt,Darmstadt,LOC,0.36842105,0.52631579,de,1.90000000,4011077-1,2938913,P,49.87167000,8.65027000,EUROPE,Germany,WCE
Iberischen Halbinsel,Iberischen Halbinsel,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Ausnahmefällen,Ausnahmefällen,LOC,0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Bezirk Friedrichshain-Kreuzberg,Bezirk Friedrichshain-Kreuzberg,LOC,-0.15789474,0.00000000,de,1.90000000,1362007056,2884161,P,52.49973000,13.40338000,EUROPE,Germany,WCE
Klima-Szenarien,Klima-Szenarien,LOC,-1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Büro,Büro,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Klimaanpassungsgesetzes,Klimaanpassungsgesetzes,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Online-Angebot,Online-Angebot,LOC,-0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Regensburg,Regensburg,LOC,0.00000000,0.00000000,de,1.90000000,4048989-9,2849483,P,49.01513000,12.10161000,EUROPE,Germany,WCE
Münsteraner,Münsteraner,LOC,-0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Mittelmeers,Mittelmeers,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Gibraltar,Gibraltar,LOC,0.00000000,0.00000000,de,1.90000000,4020965-9,2411585,P,36.14474000,-5.35257000,EUROPE-AFRICA,Gibraltar,MED
Zypern,Zypern,LOC,0.00000000,0.00000000,de,1.90000000,4241756-9,146669,A,35.00000000,33.00000000,EUROPE-AFRICA,Cyprus,MED
Beschlüssen,Beschlüssen,LOC,-0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Abstrichen,Abstrichen,LOC,-0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Linzer,Linzer,LOC,0.36842105,0.00000000,de,1.90000000,,7288417,S,48.19899000,16.27135000,EUROPE,Austria,WCE
Hitze Waldbrände,Hitze Waldbrände,LOC,-1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Haus zu Haus,Haus zu Haus,LOC,0.00000000,0.00000000,de,1.90000000,,10375725,S,52.51813000,13.39141000,EUROPE,Germany,WCE
Forscherkreisen,Forscherkreisen,LOC,0.52631579,0.52631579,de,1.90000000,,0,,,,,,
Kärntner,Kärntner,LOC,0.00000000,0.52631579,de,1.90000000,,3217862,P,46.44913000,14.11135000,EUROPE,Slovenia,WCE
Hektar Wald,Hektar Wald,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Sonnensegeln,Sonnensegeln,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Tür,Tür,LOC,0.36842105,0.00000000,de,1.90000000,,8046331,L,42.46374000,79.11656000,ASIA,Kyrgyzstan,ECA
Bretagne,Bretagne,LOC,-0.26315789,0.00000000,de,1.90000000,4008220-9,3030293,A,48.16667000,-2.83333000,EUROPE,France,WCE
ZEIT-Podcast,ZEIT-Podcast,LOC,0.52631579,0.52631579,de,1.90000000,,0,,,,,,
Poland,Poland,LOC,-0.73684211,0.00000000,de,1.90000000,4046496-9,798544,A,52.00000000,20.00000000,EUROPE,Poland,WCE
Schafzuchtverband,Schafzuchtverband,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Fachebene,Fachebene,LOC,-0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Venedig,Venedig,LOC,0.00000000,0.00000000,de,1.90000000,4062501-1,3164603,P,45.43713000,12.33265000,EUROPE,Italy,WCE
Kaukasus,Kaukasus,LOC,0.00000000,0.00000000,de,1.90000000,4030090-0,573081,T,42.50000000,45.00000000,ASIA,Georgia,WCA
Abpflastern,Abpflastern,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Stadtklima,Stadtklima,LOC,0.36842105,0.52631579,de,1.90000000,,0,,,,,,
Kraftwerke,Kraftwerke,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Kulturerbe-Sektor,Kulturerbe-Sektor,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Kampagne,Kampagne,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Geosphere Austria,Geosphere Austria,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Polizei-Schmuggler,Polizei-Schmuggler,LOC,1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Département,Département,LOC,0.00000000,0.00000000,de,1.90000000,4116064-2,3718426,P,18.54349000,-72.33881000,CENTRAL-AMERICA,Haiti,CAR
Schafzuchtverband Berlin-Brandenburg,Schafzuchtverband Berlin-Brandenburg,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Juni-Hitzerekord,Juni-Hitzerekord,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Wochenende,Wochenende,LOC,0.00000000,0.52631579,de,1.90000000,,0,,,,,,
Wetterwoche,Wetterwoche,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Leverkusen,Leverkusen,LOC,0.00000000,0.00000000,de,1.90000000,4035513-5,2878234,P,51.03030000,6.98432000,EUROPE,Germany,WCE
Landes zu w…,Landes zu w…,LOC,0.00000000,1.05263158,de,1.90000000,,0,,,,,,
MV,MV,LOC,0.36842105,0.00000000,de,1.90000000,4003217-6,6255147,L,29.84064000,89.29688000,ASIA,China,TIB
Warnstufe Rot,Warnstufe Rot,LOC,0.00000000,1.05263158,de,1.90000000,,0,,,,,,
Wels,Wels,LOC,0.00000000,0.00000000,de,1.90000000,4107955-3,2761523,A,48.11660000,13.96637000,EUROPE,Austria,WCE
Vereinigten Königreich,Vereinigten Königreich,LOC,-0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Prognosen,Prognosen,LOC,-0.15789474,0.00000000,de,1.90000000,,0,,,,,,
Grundwasservorkommen,Grundwasservorkommen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Steyr,Steyr,LOC,0.00000000,0.00000000,de,1.90000000,4057496-9,2764359,P,48.04274000,14.42127000,EUROPE,Austria,WCE
Krankenhaus,Krankenhaus,LOC,0.00000000,0.52631579,de,1.90000000,,12501132,S,48.21581000,16.35262000,EUROPE,Austria,WCE
Allzeit-Höchstwerte,Allzeit-Höchstwerte,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
"Frankfurt 40,3 Grad Celsius","Frankfurt 40,3 Grad Celsius",LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Wachwechsel,Wachwechsel,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Westaustralien,Westaustralien,LOC,0.52631579,0.00000000,de,1.90000000,4232458-0,2063523,P,-31.95224000,115.86140000,OCEANIA,Australia,SAU
Lüneburger Heide,Lüneburger Heide,LOC,0.00000000,0.00000000,de,1.90000000,4036519-0,2875111,L,53.00000000,10.08333000,EUROPE,Germany,WCE
Spanier,Spanier,LOC,0.00000000,0.00000000,de,1.90000000,,12500605,S,48.21472000,16.35277000,EUROPE,Austria,WCE
Bezirk Bruck an der Leitha,Bezirk Bruck an der Leitha,LOC,0.00000000,0.00000000,de,1.90000000,4008394-9,2781372,A,48.06781000,16.77284000,EUROPE,Austria,WCE
Marokko,Marokko,LOC,0.00000000,0.00000000,de,1.90000000,4037680-1,2542007,A,28.50000000,-10.00000000,AFRICA,Morocco,SAH
Sachsen-Anhalts,Sachsen-Anhalts,LOC,0.18421053,0.26315789,de,1.90000000,,0,,,,,,
Provence-Alpes-Côte dAzur,Provence-Alpes-Côte dAzur,LOC,0.00000000,0.00000000,de,1.90000000,,2985244,A,43.91667000,6.08333000,EUROPE-AFRICA,France,MED
Côte d’Azur,Côte d’Azur,LOC,-0.36842105,0.52631579,de,1.90000000,4075416-9,2990440,P,43.70313000,7.26608000,EUROPE-AFRICA,France,MED
Wallis,Wallis,LOC,0.00000000,0.00000000,de,1.90000000,4210894-9,4034749,A,-13.30000000,-176.20000000,PACIFIC,Wallis and Futuna,SPO
Naturkatastrophen,Naturkatastrophen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Löwenzahn,Löwenzahn,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Jahrzehnts,Jahrzehnts,LOC,-1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Tessin,Tessin,LOC,0.00000000,0.00000000,de,1.90000000,4078208-6,2658370,A,46.28455000,8.79065000,EUROPE,Switzerland,WCE
Müllberge,Müllberge,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Johannes-Kepler-Platz,Johannes-Kepler-Platz,LOC,0.36842105,0.52631579,de,1.90000000,,0,,,,,,
Verkehrschaos,Verkehrschaos,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Bali,Bali,LOC,0.00000000,0.00000000,de,1.90000000,4004327-7,1650534,T,-8.33333000,115.00000000,ASIA,Indonesia,SEA
Russland,Russland,LOC,0.00000000,0.00000000,de,1.90000000,4076899-5,2017370,A,60.00000000,100.00000000,ASIA,Russia,ESB
Klimawandel-Migranten,Klimawandel-Migranten,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Unteren Main,Unteren Main,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Sommers,Sommers,LOC,0.00000000,0.00000000,de,1.90000000,,6625694,T,-65.06667000,-63.55000000,POLAR,Antarctica,WAN
Unglücke,Unglücke,LOC,1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Schwaben,Schwaben,LOC,-0.73684211,0.00000000,de,1.90000000,4053668-3,2824481,L,48.00000000,9.00000000,EUROPE,Germany,WCE
Union,Union,LOC,0.00000000,0.52631579,de,1.90000000,1383822557,3584767,A,13.55000000,-87.90000000,CENTRAL-AMERICA,El Salvador,SCA
Asien,Asien,LOC,0.00000000,0.00000000,de,1.90000000,4003217-6,6255147,L,29.84064000,89.29688000,ASIA,China,TIB
Vogelsberg,Vogelsberg,LOC,0.00000000,0.00000000,de,1.90000000,4063735-9,2816887,T,50.51990000,9.23950000,EUROPE,Germany,WCE
Offe…,Offe…,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Verkehrswende,Verkehrswende,LOC,0.36842105,0.00000000,de,1.90000000,,0,,,,,,
Wasserreserven,Wasserreserven,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Wassernotstand,Wassernotstand,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Küsten,Küsten,LOC,-1.05263158,0.00000000,de,1.90000000,4632556-6,2882243,P,52.97779000,11.06240000,EUROPE,Germany,WCE
Konsens,Konsens,LOC,0.15789474,0.00000000,de,1.90000000,,0,,,,,,
Friedberg,Friedberg,LOC,0.00000000,0.00000000,de,1.90000000,4093286-2,2924803,P,48.35693000,10.98461000,EUROPE,Germany,WCE
Hessen Friedberg,Hessen Friedberg,LOC,0.73684211,0.00000000,de,1.90000000,4018510-2,2924802,P,50.33739000,8.75591000,EUROPE,Germany,WCE
Söder,Söder,LOC,0.00000000,0.00000000,de,1.90000000,7536603-4,2676209,P,59.31278000,18.07577000,EUROPE,Sweden,NEU
Rhein-Niedrigwasser,Rhein-Niedrigwasser,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Rumänien,Rumänien,LOC,-0.52631579,0.00000000,de,1.90000000,4050939-4,798549,A,46.00000000,25.00000000,EUROPE,Romania,WCE
Nord-,Nord-,LOC,0.29824561,0.17543860,de,1.90000000,,12089031,L,45.41224000,11.54639000,EUROPE,Italy,WCE
Bad Dürrenberg,Bad Dürrenberg,LOC,0.00000000,0.00000000,de,1.90000000,4280272-6,2953521,P,51.29545000,12.06583000,EUROPE,Germany,WCE
Weinlese,Weinlese,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
klimabedin…,klimabedin…,LOC,-0.73684211,0.00000000,de,1.90000000,,0,,,,,,
Bagger,Bagger,LOC,0.00000000,0.52631579,de,1.90000000,,2279048,P,6.58383000,-10.29944000,AFRICA,Liberia,WAF
Zentrum von,Zentrum von,LOC,1.05263158,0.00000000,de,1.90000000,,0,,,,,,
Zentrum von Chile,Zentrum von Chile,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Schöpfwerke,Schöpfwerke,LOC,-0.18421053,0.78947368,de,1.90000000,,0,,,,,,
Bundes-Sondervermögen,Bundes-Sondervermögen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Talanx,Talanx,LOC,-0.52631579,0.52631579,de,1.90000000,,0,,,,,,
Schlagzeilen,Schlagzeilen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Schulbüchern,Schulbüchern,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
US-Bundesstaaten,US-Bundesstaaten,LOC,-0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Landesforstanstalt,Landesforstanstalt,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Wasserstand,Wasserstand,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Universität Graz,Universität Graz,LOC,0.36842105,0.00000000,de,1.90000000,,6697819,S,47.06865000,15.45006000,EUROPE,Austria,WCE
Stadt Halle,Stadt Halle,LOC,0.00000000,0.00000000,de,1.90000000,4023027-2,2911522,P,51.48158000,11.97947000,EUROPE,Germany,WCE
Deiche,Deiche,LOC,-0.18421053,0.78947368,de,1.90000000,,0,,,,,,
Juli-Hitzerekord,Juli-Hitzerekord,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Hitzevorsorge,Hitzevorsorge,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
nan,nan,LOC,0.00000000,0.00000000,de,1.90000000,,1608452,P,18.78378000,100.77899000,ASIA,Thailand,SEA
Klim…,Klim…,LOC,0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Celsius,Celsius,LOC,0.00000000,0.00000000,de,1.90000000,,3424134,T,73.11667000,-23.25000000,POLAR,Greenland,GIC
Notunterkünften,Notunterkünften,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Gaza-Stadt,Gaza-Stadt,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
HDI,HDI,LOC,-0.52631579,0.52631579,de,1.90000000,,11376561,L,24.45144000,68.86069000,ASIA,Pakistan,SAS
Rekordzahlen,Rekordzahlen,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Rekordtief,Rekordtief,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Elektroautos,Elektroautos,LOC,0.52631579,0.00000000,de,1.90000000,,0,,,,,,
Bayerns Juli-Hitzerekord,Bayerns Juli-Hitzerekord,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Wiens,Wiens,LOC,0.00000000,0.00000000,de,1.90000000,,6628077,T,-83.98300000,-56.40000000,POLAR,Antarctica,EAN
Farne,Farne,LOC,0.00000000,0.00000000,de,1.90000000,,2649663,T,55.63570000,-1.61336000,EUROPE,United Kingdom,NEU
Klimawandels,Klimawandels,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Debatten,Debatten,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Gesellschaft und Staat,Gesellschaft und Staat,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
Münchner Sicherheitskonferenz,Münchner Sicherheitskonferenz,LOC,0.00000000,0.00000000,de,1.90000000,,0,,,,,,
